segment,variant,start_day,end_day,excess_delta_vs_current,return_delta_vs_current
all,neutral_060_6,1000,1045,0.00412373160056867,0.00412373160056867
all,neutral_060_6,1001,1046,0.0027741891975121558,0.0027741891975121558
all,neutral_060_6,1002,1047,-0.00045779882039154174,-0.00045779882039154174
all,neutral_060_6,1003,1048,0.005765445601046082,0.005765445601046082
all,neutral_060_6,1004,1049,-0.003459437885680483,-0.003459437885680483
all,neutral_060_6,1005,1050,0.005412813424406693,0.005412813424406693
all,neutral_060_6,1006,1051,0.0019090740432645692,0.0019090740432645692
all,neutral_060_6,1007,1052,0.007094480479812981,0.007094480479812981
all,neutral_060_6,1008,1053,0.010057955912564198,0.010057955912564198
all,neutral_060_6,1009,1054,0.007284509544966955,0.007284509544966955
all,neutral_060_6,1010,1055,0.00834129768229519,0.00834129768229519
all,neutral_060_6,1011,1056,0.00850097586326104,0.00850097586326104
all,neutral_060_6,1012,1057,0.0038987991771186614,0.0038987991771186614
all,neutral_060_6,1013,1058,0.0035301821339210893,0.0035301821339210893
all,neutral_060_6,1014,1059,0.006459344922200128,0.006459344922200128
all,neutral_060_6,1015,1060,0.006976225782735268,0.006976225782735268
all,neutral_060_6,1016,1061,0.00883781972690656,0.00883781972690656
all,neutral_060_6,1017,1062,0.0024642451534355736,0.0024642451534355736
all,neutral_060_6,1018,1063,0.003793361637855819,0.003793361637855819
all,neutral_060_6,2378,2423,-0.01565462779214477,-0.01565462779214477
all,neutral_060_6,2379,2424,-0.006284197383773948,-0.006284197383773948
all,neutral_060_6,2380,2425,-0.007101079219089201,-0.007101079219089201
all,neutral_060_6,2381,2426,-0.010018894790247534,-0.010018894790247534
all,neutral_060_6,3598,3643,0.03326049165228562,0.03326049165228562
all,neutral_060_6,3599,3644,0.017270480979365566,0.017270480979365566
all,neutral_060_6,3600,3645,0.021482559092860898,0.021482559092860898
all,neutral_060_6,3601,3646,0.027844309550825397,0.027844309550825397
all,neutral_060_6,3602,3647,0.01994233363178699,0.01994233363178699
all,neutral_060_6,3603,3648,0.03004937301436872,0.03004937301436872
all,neutral_060_6,3604,3649,0.03613693496794457,0.03613693496794457
all,neutral_060_6,3605,3650,0.04791096082669033,0.04791096082669033
all,neutral_060_6,3606,3651,0.02084086602112034,0.02084086602112034
all,neutral_060_6,3607,3652,0.010922512648396498,0.010922512648396498
all,neutral_060_6,3608,3653,0.018666872957358693,0.018666872957358693
all,neutral_060_6,3609,3654,0.015839888467070518,0.015839888467070518
all,neutral_055_6,461,506,0.008100452213005704,0.008100452213005704
all,neutral_055_6,462,507,-0.009638934756037831,-0.009638934756037831
all,neutral_055_6,463,508,-0.002008980787022052,-0.002008980787022052
all,neutral_055_6,464,509,-0.0019369641553551586,-0.0019369641553551586
all,neutral_055_6,465,510,-0.003116947058666719,-0.003116947058666719
all,neutral_055_6,466,511,-0.005700269859632456,-0.005700269859632456
all,neutral_055_6,467,512,-0.006827692108479777,-0.006827692108479777
all,neutral_055_6,468,513,0.002002963170327776,0.002002963170327776
all,neutral_055_6,469,514,-0.0014098829263301527,-0.0014098829263301527
all,neutral_055_6,470,515,-0.004727253183432589,-0.004727253183432589
all,neutral_055_6,471,516,-0.01095593315450849,-0.01095593315450849
all,neutral_055_6,472,517,0.01086962709349637,0.01086962709349637
all,neutral_055_6,473,518,0.0006468894023219374,0.0006468894023219374
all,neutral_055_6,474,519,-0.017685701139119936,-0.017685701139119936
all,neutral_055_6,475,520,-0.022240827675098385,-0.022240827675098385
all,neutral_055_6,476,521,-0.030998739339850423,-0.030998739339850423
all,neutral_055_6,477,522,0.05767878542691385,0.05767878542691385
all,neutral_055_6,478,523,0.053334283185813236,0.053334283185813236
all,neutral_055_6,479,524,-0.01302610443998986,-0.01302610443998986
all,neutral_055_6,480,525,-0.009948300652058095,-0.009948300652058095
all,neutral_055_6,481,526,-0.012259268851479765,-0.012259268851479765
all,neutral_055_6,482,527,-0.012418604718214654,-0.012418604718214654
all,neutral_055_6,483,528,-0.005075327068630009,-0.005075327068630009
all,neutral_055_6,484,529,-0.004093120698421493,-0.004093120698421493
all,neutral_055_6,485,530,-0.0037807696072368335,-0.0037807696072368335
all,neutral_055_6,486,531,-0.012432280915088856,-0.012432280915088856
all,neutral_055_6,487,532,-0.018016545113452076,-0.018016545113452076
all,neutral_055_6,488,533,-0.011173537846958181,-0.011173537846958181
all,neutral_055_6,489,534,-0.019626822715361647,-0.019626822715361647
all,neutral_055_6,490,535,-0.022691220991196914,-0.022691220991196914
all,neutral_055_6,491,536,-0.029146995888311378,-0.029146995888311378
all,neutral_055_6,492,537,-0.027654818493292876,-0.027654818493292876
all,neutral_055_6,493,538,-0.02261133143954419,-0.02261133143954419
all,neutral_055_6,494,539,-0.030762082614179898,-0.030762082614179898
all,neutral_055_6,495,540,-0.038166293764880566,-0.038166293764880566
all,neutral_055_6,496,541,-0.027398768665001016,-0.027398768665001016
all,neutral_055_6,746,791,-0.013696342238897596,-0.013696342238897596
all,neutral_055_6,747,792,-0.01331647777938949,-0.01331647777938949
all,neutral_055_6,748,793,-0.012688895677376744,-0.012688895677376744
all,neutral_055_6,749,794,-0.01610237495898148,-0.01610237495898148
all,neutral_055_6,750,795,-0.014271386923290663,-0.014271386923290663
all,neutral_055_6,751,796,-0.019148020125978382,-0.019148020125978382
all,neutral_055_6,752,797,-0.017724219590244727,-0.017724219590244727
all,neutral_055_6,753,798,-0.014250276946078833,-0.014250276946078833
all,neutral_055_6,754,799,0.0003210879865220839,0.0003210879865220839
all,neutral_055_6,755,800,-0.0010224294095708686,-0.0010224294095708686
all,neutral_055_6,756,801,-0.00971182778641655,-0.00971182778641655
all,neutral_055_6,757,802,-0.001698170911748953,-0.001698170911748953
all,neutral_055_6,758,803,-0.002088798247664725,-0.002088798247664725
all,neutral_055_6,759,804,-0.005432253977551094,-0.005432253977551094
all,neutral_055_6,760,805,0.0019390889966954816,0.0019390889966954816
all,neutral_055_6,761,806,0.0041532800443673246,0.0041532800443673246
all,neutral_055_6,762,807,0.003988706130142017,0.003988706130142017
all,neutral_055_6,763,808,0.0008794164610201882,0.0008794164610201882
all,neutral_055_6,764,809,0.005480830823594962,0.005480830823594962
all,neutral_055_6,765,810,0.0041247974202356374,0.0041247974202356374
all,neutral_055_6,766,811,0.0013406619638884898,0.0013406619638884898
all,neutral_055_6,767,812,0.006430416804299011,0.006430416804299011
all,neutral_055_6,768,813,0.011956457893385952,0.011956457893385952
all,neutral_055_6,769,814,0.010409392813456986,0.010409392813456986
all,neutral_055_6,770,815,0.014251759752217819,0.014251759752217819
all,neutral_055_6,771,816,0.008205168480202474,0.008205168480202474
all,neutral_055_6,772,817,0.008594342955807521,0.008594342955807521
all,neutral_055_6,773,818,0.0178010912377784,0.0178010912377784
all,neutral_055_6,774,819,0.01036246546175712,0.01036246546175712
all,neutral_055_6,775,820,0.005573758074364443,0.005573758074364443
all,neutral_055_6,776,821,-0.001385805778771676,-0.001385805778771676
all,neutral_055_6,777,822,-0.0165061453477362,-0.0165061453477362
all,neutral_055_6,778,823,-0.004857005020088678,-0.004857005020088678
all,neutral_055_6,779,824,-0.006179618099823259,-0.006179618099823259
all,neutral_055_6,780,825,-0.011899706427195289,-0.011899706427195289
all,neutral_055_6,781,826,-0.00509121954511027,-0.00509121954511027
all,neutral_055_6,995,1040,-0.005332082607406363,-0.005332082607406363
all,neutral_055_6,996,1041,-0.00056179387284927,-0.00056179387284927
all,neutral_055_6,997,1042,0.006502427292998325,0.006502427292998325
all,neutral_055_6,998,1043,0.0064799486348721125,0.0064799486348721125
all,neutral_055_6,999,1044,0.007915055802093285,0.007915055802093285
all,neutral_055_6,1000,1045,0.005246031073862012,0.005246031073862012
all,neutral_055_6,1001,1046,0.0036255248220300462,0.0036255248220300462
all,neutral_055_6,1002,1047,7.608360156319272e-05,7.608360156319272e-05
all,neutral_055_6,1003,1048,0.006582404030851974,0.006582404030851974
all,neutral_055_6,1004,1049,-0.004002458363394412,-0.004002458363394412
all,neutral_055_6,1005,1050,0.005998720777490085,0.005998720777490085
all,neutral_055_6,1006,1051,0.0024762740518546877,0.0024762740518546877
all,neutral_055_6,1007,1052,0.009060460102429113,0.009060460102429113
all,neutral_055_6,1008,1053,0.012357521556577655,0.012357521556577655
all,neutral_055_6,1009,1054,0.009499222355225712,0.009499222355225712
all,neutral_055_6,1010,1055,0.010815230096068662,0.010815230096068662
all,neutral_055_6,1011,1056,0.010661706906089918,0.010661706906089918
all,neutral_055_6,1012,1057,0.005431789589001257,0.005431789589001257
all,neutral_055_6,1013,1058,0.004868035640717361,0.004868035640717361
all,neutral_055_6,1014,1059,0.008539010138049807,0.008539010138049807
all,neutral_055_6,1015,1060,0.009047692968503052,0.009047692968503052
all,neutral_055_6,1016,1061,0.011297837533773114,0.011297837533773114
all,neutral_055_6,1017,1062,0.004240190723522774,0.004240190723522774
all,neutral_055_6,1018,1063,0.00513003432753556,0.00513003432753556
all,neutral_055_6,2378,2423,-0.018713571046004573,-0.018713571046004573
all,neutral_055_6,2379,2424,-0.006939823320030625,-0.006939823320030625
all,neutral_055_6,2380,2425,-0.008453931473671683,-0.008453931473671683
all,neutral_055_6,2381,2426,-0.01124501233149855,-0.01124501233149855
all,neutral_055_6,3598,3643,0.037902249476431615,0.037902249476431615
all,neutral_055_6,3599,3644,0.01978092861236802,0.01978092861236802
all,neutral_055_6,3600,3645,0.024501518666706357,0.024501518666706357
all,neutral_055_6,3601,3646,0.03246368601250649,0.03246368601250649
all,neutral_055_6,3602,3647,0.021904985827864376,0.021904985827864376
all,neutral_055_6,3603,3648,0.03319755593428475,0.03319755593428475
all,neutral_055_6,3604,3649,0.0404040832641821,0.0404040832641821
all,neutral_055_6,3605,3650,0.0549988093627336,0.0549988093627336
all,neutral_055_6,3606,3651,0.024452637783878517,0.024452637783878517
all,neutral_055_6,3607,3652,0.012567958286130443,0.012567958286130443
all,neutral_055_6,3608,3653,0.021175777337588686,0.021175777337588686
all,neutral_055_6,3609,3654,0.019679812243045713,0.019679812243045713
train,neutral_070_4,461,506,-0.0013092030381980369,-0.0013092030381980369
train,neutral_070_4,462,507,0.0038211309468255683,0.0038211309468255683
train,neutral_070_4,463,508,0.0038245050775740363,0.0038245050775740363
train,neutral_070_4,464,509,-0.0014687582890199335,-0.0014687582890199335
train,neutral_070_4,465,510,-0.0004703671475699833,-0.0004703671475699833
train,neutral_070_4,466,511,-0.0006540028918269325,-0.0006540028918269325
train,neutral_070_4,467,512,0.008174292179705334,0.008174292179705334
train,neutral_070_4,468,513,0.004741993766331554,0.004741993766331554
train,neutral_070_4,469,514,-0.006377548165000468,-0.006377548165000468
train,neutral_070_4,470,515,-0.003537018899633537,-0.003537018899633537
train,neutral_070_4,471,516,-0.002915130663396215,-0.002915130663396215
train,neutral_070_4,472,517,0.010722368743938948,0.010722368743938948
train,neutral_070_4,473,518,0.008971690387318043,0.008971690387318043
train,neutral_070_4,474,519,-0.0063330747250245345,-0.0063330747250245345
train,neutral_070_4,475,520,-0.005879840098015454,-0.005879840098015454
train,neutral_070_4,476,521,-0.005482113461523386,-0.005482113461523386
train,neutral_070_4,477,522,0.021295987431063423,0.021295987431063423
train,neutral_070_4,478,523,0.020905635231069253,0.020905635231069253
train,neutral_070_4,479,524,-0.003259357034103516,-0.003259357034103516
train,neutral_070_4,480,525,-0.003451919563990269,-0.003451919563990269
train,neutral_070_4,481,526,-0.0019226157786930154,-0.0019226157786930154
train,neutral_070_4,482,527,-0.0020482680710116608,-0.0020482680710116608
train,neutral_070_4,483,528,-0.003626813002053586,-0.003626813002053586
train,neutral_070_4,484,529,-0.00365002713591267,-0.00365002713591267
train,neutral_070_4,485,530,-0.002408553097962507,-0.002408553097962507
train,neutral_070_4,486,531,-0.005067422258222765,-0.005067422258222765
train,neutral_070_4,487,532,-0.001605041426700593,-0.001605041426700593
train,neutral_070_4,488,533,-0.005803406485634266,-0.005803406485634266
train,neutral_070_4,489,534,-0.005992735584063658,-0.005992735584063658
train,neutral_070_4,490,535,-0.005470416307207793,-0.005470416307207793
train,neutral_070_4,491,536,-0.006041872097449219,-0.006041872097449219
train,neutral_070_4,492,537,-0.007025688999880986,-0.007025688999880986
train,neutral_070_4,493,538,-0.005355309231898309,-0.005355309231898309
train,neutral_070_4,494,539,-0.00578807730956965,-0.00578807730956965
train,neutral_070_4,495,540,-0.006117351135824234,-0.006117351135824234
train,neutral_070_4,496,541,-0.005449490862934336,-0.005449490862934336
train,neutral_070_4,746,791,-0.005219076020298585,-0.005219076020298585
train,neutral_070_4,747,792,-0.0064049470170839395,-0.0064049470170839395
train,neutral_070_4,748,793,-0.00629331551525536,-0.00629331551525536
train,neutral_070_4,749,794,-0.005481094787928464,-0.005481094787928464
train,neutral_070_4,750,795,-0.004070458705472291,-0.004070458705472291
train,neutral_070_4,751,796,-0.003875492740840425,-0.003875492740840425
train,neutral_070_4,752,797,-0.004471878573375054,-0.004471878573375054
train,neutral_070_4,753,798,-0.0023273956556741915,-0.0023273956556741915
train,neutral_070_4,754,799,-0.002662323023620461,-0.002662323023620461
train,neutral_070_4,755,800,-0.001961623754204611,-0.001961623754204611
train,neutral_070_4,756,801,0.0003757208107129095,0.0003757208107129095
train,neutral_070_4,757,802,-0.0005245703831000537,-0.0005245703831000537
train,neutral_070_4,758,803,-0.001810333758296645,-0.001810333758296645
train,neutral_070_4,759,804,-0.0019056625580544662,-0.0019056625580544662
train,neutral_070_4,760,805,-0.0006882820948235224,-0.0006882820948235224
train,neutral_070_4,761,806,0.0012228980123314415,0.0012228980123314415
train,neutral_070_4,762,807,0.00021641029131247436,0.00021641029131247436
train,neutral_070_4,763,808,0.0020328651465815195,0.0020328651465815195
train,neutral_070_4,764,809,0.0017793000510553103,0.0017793000510553103
train,neutral_070_4,765,810,0.001591377730595367,0.001591377730595367
train,neutral_070_4,766,811,0.003634008878581785,0.003634008878581785
train,neutral_070_4,767,812,0.0027399291235361556,0.0027399291235361556
train,neutral_070_4,768,813,0.0039839595321993215,0.0039839595321993215
train,neutral_070_4,769,814,0.0020475163090709625,0.0020475163090709625
train,neutral_070_4,770,815,0.003737216989021075,0.003737216989021075
train,neutral_070_4,771,816,0.0032155710822037165,0.0032155710822037165
train,neutral_070_4,772,817,0.0008600265001104113,0.0008600265001104113
train,neutral_070_4,773,818,-0.0004217144623459568,-0.0004217144623459568
train,neutral_070_4,774,819,0.0012838914028960868,0.0012838914028960868
train,neutral_070_4,775,820,0.001904924512719841,0.001904924512719841
train,neutral_070_4,776,821,-0.0021802312849892314,-0.0021802312849892314
train,neutral_070_4,777,822,-0.002218950084551974,-0.002218950084551974
train,neutral_070_4,778,823,-0.0006703467616027137,-0.0006703467616027137
train,neutral_070_4,779,824,-0.0017206102074005525,-0.0017206102074005525
train,neutral_070_4,780,825,-0.000715012955652683,-0.000715012955652683
train,neutral_070_4,781,826,-0.001564605770430827,-0.001564605770430827
train,neutral_070_4,995,1040,-0.0030206500079321685,-0.0030206500079321685
train,neutral_070_4,996,1041,-0.00029063971672216304,-0.00029063971672216304
train,neutral_070_4,997,1042,0.0006128916547176733,0.0006128916547176733
train,neutral_070_4,998,1043,0.0017370377354590794,0.0017370377354590794
train,neutral_070_4,999,1044,0.0012891147218250243,0.0012891147218250243
train,neutral_070_4,1000,1045,0.0016893436468821132,0.0016893436468821132
train,neutral_070_4,1001,1046,0.0013456810034508937,0.0013456810034508937
train,neutral_070_4,1002,1047,0.0015951234391453628,0.0015951234391453628
train,neutral_070_4,1003,1048,0.0003652861150711395,0.0003652861150711395
train,neutral_070_4,1004,1049,-5.15436068633246e-05,-5.15436068633246e-05
train,neutral_070_4,1005,1050,-8.489315187487634e-06,-8.489315187487634e-06
train,neutral_070_4,1006,1051,0.0009868100242058642,0.0009868100242058642
train,neutral_070_4,1007,1052,0.002829418245531512,0.002829418245531512
train,neutral_070_4,1008,1053,0.0027192360885233136,0.0027192360885233136
train,neutral_070_4,1009,1054,0.0034312867790589063,0.0034312867790589063
train,neutral_070_4,1010,1055,0.003913079710681444,0.003913079710681444
train,neutral_070_4,1011,1056,0.002814809554405384,0.002814809554405384
train,neutral_070_4,1012,1057,0.002653302984489958,0.002653302984489958
train,neutral_070_4,1013,1058,0.0029558044996933486,0.0029558044996933486
train,neutral_070_4,1014,1059,0.003714547264781931,0.003714547264781931
train,neutral_070_4,1015,1060,0.004029799818418667,0.004029799818418667
train,neutral_070_4,1016,1061,0.0037205861994038525,0.0037205861994038525
train,neutral_070_4,1017,1062,0.004041590717575261,0.004041590717575261
train,neutral_070_4,1018,1063,0.002544462330350994,0.002544462330350994
train,neutral_070_4,2378,2423,-0.004304151998606454,-0.004304151998606454
train,neutral_070_4,2379,2424,-0.0002448029155738274,-0.0002448029155738274
train,neutral_070_4,2380,2425,-0.0018957360076052865,-0.0018957360076052865
train,neutral_070_4,2381,2426,-0.0008729180221677124,-0.0008729180221677124
train,neutral_065_5,461,506,-0.00036526631811961696,-0.00036526631811961696
train,neutral_065_5,462,507,-0.002862494250830183,-0.002862494250830183
train,neutral_065_5,463,508,-0.0004356281115993621,-0.0004356281115993621
train,neutral_065_5,464,509,0.0016210644918112083,0.0016210644918112083
train,neutral_065_5,465,510,-0.004779651751929848,-0.004779651751929848
train,neutral_065_5,466,511,-0.004181128147049407,-0.004181128147049407
train,neutral_065_5,467,512,0.0013279999783947227,0.0013279999783947227
train,neutral_065_5,468,513,0.0019540604903840464,0.0019540604903840464
train,neutral_065_5,469,514,-0.0071975744752381665,-0.0071975744752381665
train,neutral_065_5,470,515,-0.00378046796684961,-0.00378046796684961
train,neutral_065_5,471,516,-0.0018809522968142867,-0.0018809522968142867
train,neutral_065_5,472,517,0.007476607917157652,0.007476607917157652
train,neutral_065_5,473,518,0.004017075710192053,0.004017075710192053
train,neutral_065_5,474,519,-0.016207705127480265,-0.016207705127480265
train,neutral_065_5,475,520,-0.015246801159375933,-0.015246801159375933
train,neutral_065_5,476,521,-0.013990851164691454,-0.013990851164691454
train,neutral_065_5,477,522,0.03195702013474189,0.03195702013474189
train,neutral_065_5,478,523,0.03371657249760229,0.03371657249760229
train,neutral_065_5,479,524,-0.013494350637473396,-0.013494350637473396
train,neutral_065_5,480,525,-0.010435183128756242,-0.010435183128756242
train,neutral_065_5,481,526,-0.01075189625352957,-0.01075189625352957
train,neutral_065_5,482,527,-0.008199091486701837,-0.008199091486701837
train,neutral_065_5,483,528,-0.004672570937716003,-0.004672570937716003
train,neutral_065_5,484,529,-0.007017435465601296,-0.007017435465601296
train,neutral_065_5,485,530,0.0004253351096263902,0.0004253351096263902
train,neutral_065_5,486,531,-0.008793637890335937,-0.008793637890335937
train,neutral_065_5,487,532,-0.008566765989003189,-0.008566765989003189
train,neutral_065_5,488,533,-0.011187182496514403,-0.011187182496514403
train,neutral_065_5,489,534,-0.01748018442397159,-0.01748018442397159
train,neutral_065_5,490,535,-0.007208248976376508,-0.007208248976376508
train,neutral_065_5,491,536,-0.01472169904645837,-0.01472169904645837
train,neutral_065_5,492,537,-0.011987288761445614,-0.011987288761445614
train,neutral_065_5,493,538,-0.0118330855380826,-0.0118330855380826
train,neutral_065_5,494,539,-0.018738575483193465,-0.018738575483193465
train,neutral_065_5,495,540,-0.01585759530523445,-0.01585759530523445
train,neutral_065_5,496,541,-0.016873698889712685,-0.016873698889712685
train,neutral_065_5,746,791,-0.005959333845996895,-0.005959333845996895
train,neutral_065_5,747,792,-0.009312931825125492,-0.009312931825125492
train,neutral_065_5,748,793,-0.006340085459965561,-0.006340085459965561
train,neutral_065_5,749,794,-0.007014429223705543,-0.007014429223705543
train,neutral_065_5,750,795,-0.003863439566985871,-0.003863439566985871
train,neutral_065_5,751,796,-0.005298382616117481,-0.005298382616117481
train,neutral_065_5,752,797,-0.01210953874397136,-0.01210953874397136
train,neutral_065_5,753,798,-0.00458162917434124,-0.00458162917434124
train,neutral_065_5,754,799,-0.0017347924776811574,-0.0017347924776811574
train,neutral_065_5,755,800,-0.0020856962669466572,-0.0020856962669466572
train,neutral_065_5,756,801,-0.0033753855719318437,-0.0033753855719318437
train,neutral_065_5,757,802,0.001109333456114081,0.001109333456114081
train,neutral_065_5,758,803,-0.002049678564158608,-0.002049678564158608
train,neutral_065_5,759,804,-0.001541641655359527,-0.001541641655359527
train,neutral_065_5,760,805,0.00030345208626569864,0.00030345208626569864
train,neutral_065_5,761,806,0.002533257171301262,0.002533257171301262
